ticker,timeframe,hve_date,hve_volume,days_since_hve,hve_occ_1y,total_hve_count,all_hve_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
WK,monthly,2026-05-31,22636599,0,2,6,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(22636599)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(20725500)}, {'date': Timestamp('2025-04-30 00:00:00'), 'volume': np.int64(17962200)}, {'date': Timestamp('2025-01-31 00:00:00'), 'volume': np.int64(14539800)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(13259400)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(5043800)}]",2026-05-31,22636599,48.560001373291016,1.0,77
RZB,monthly,2026-05-31,5095192,0,3,6,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(5095192)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(3987100)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(2708000)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(1754900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(1129200)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(691500)}]",2026-05-31,5095192,25.26000022888184,1.0,77
TAVI,monthly,2026-05-31,1707576,0,1,2,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(1707576)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(1538700)}]",2026-05-31,1707576,10.630000114440918,1.0,18
ERII,monthly,2026-05-31,24515014,0,2,9,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(24515014)}, {'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(21141300)}, {'date': Timestamp('2024-11-30 00:00:00'), 'volume': np.int64(14469200)}, {'date': Timestamp('2023-10-31 00:00:00'), 'volume': np.int64(13719700)}, {'date': Timestamp('2022-11-30 00:00:00'), 'volume': np.int64(12377600)}, {'date': Timestamp('2021-03-31 00:00:00'), 'volume': np.int64(12242500)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(8160700)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(3313400)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(3090200)}]",2026-05-31,24515014,8.649999618530273,1.0,77
FLO,monthly,2026-05-31,157869726,0,4,8,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(157869726)}, {'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(124445900)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(104793400)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(61924800)}, {'date': Timestamp('2023-01-31 00:00:00'), 'volume': np.int64(56119300)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(49436100)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(32403900)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(22628700)}]",2026-05-31,157869726,7.239999771118164,1.0,77
PKST,monthly,2026-02-28,18386300,0,1,3,"[{'date': Timestamp('2026-02-28 00:00:00'), 'volume': np.int64(18386300)}, {'date': Timestamp('2023-06-30 00:00:00'), 'volume': np.int64(16668400)}, {'date': Timestamp('2023-04-30 00:00:00'), 'volume': np.int64(8359300)}]",2026-02-28,18386300,20.86000061035156,1.0,35
MCW,monthly,2026-05-31,105701974,0,1,6,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(105701974)}, {'date': Timestamp('2022-09-30 00:00:00'), 'volume': np.int64(69427700)}, {'date': Timestamp('2022-08-31 00:00:00'), 'volume': np.int64(33313800)}, {'date': Timestamp('2022-05-31 00:00:00'), 'volume': np.int64(30750300)}, {'date': Timestamp('2021-12-31 00:00:00'), 'volume': np.int64(30676300)}, {'date': Timestamp('2021-06-30 00:00:00'), 'volume': np.int64(26323100)}]",2026-05-31,105701974,7.099999904632568,1.0,60
HESM,monthly,2026-05-31,45714134,0,4,10,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(45714134)}, {'date': Timestamp('2026-04-30 00:00:00'), 'volume': np.int64(42947300)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(37679700)}, {'date': Timestamp('2025-07-31 00:00:00'), 'volume': np.int64(37475000)}, {'date': Timestamp('2025-03-31 00:00:00'), 'volume': np.int64(29743500)}, {'date': Timestamp('2022-03-31 00:00:00'), 'volume': np.int64(28628600)}, {'date': Timestamp('2021-10-31 00:00:00'), 'volume': np.int64(13743700)}, {'date': Timestamp('2020-04-30 00:00:00'), 'volume': np.int64(9769700)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(9542800)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(3914100)}]",2026-05-31,45714134,40.04999923706055,1.0,77
AURA,monthly,2026-05-31,15181989,0,1,6,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(15181989)}, {'date': Timestamp('2025-03-31 00:00:00'), 'volume': np.int64(8042700)}, {'date': Timestamp('2023-11-30 00:00:00'), 'volume': np.int64(7776800)}, {'date': Timestamp('2022-06-30 00:00:00'), 'volume': np.int64(4649100)}, {'date': Timestamp('2021-11-30 00:00:00'), 'volume': np.int64(3928700)}, {'date': Timestamp('2021-10-31 00:00:00'), 'volume': np.int64(1573600)}]",2026-05-31,15181989,7.46999979019165,1.0,56
AORT,monthly,2026-05-31,16083860,0,2,6,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(16083860)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(12893900)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(12130600)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(9114000)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(5439200)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(3507500)}]",2026-05-31,16083860,22.670000076293945,1.0,77
QCOM,monthly,2026-05-31,455750234,0,2,6,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(455750234)}, {'date': Timestamp('2026-04-30 00:00:00'), 'volume': np.int64(341971800)}, {'date': Timestamp('2021-11-30 00:00:00'), 'volume': np.int64(323236400)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(322085700)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(220308800)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(202806800)}]",2026-05-31,455750234,202.50999450683597,1.0,77
LFST,monthly,2026-05-31,103397938,0,4,7,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(103397938)}, {'date': Timestamp('2026-04-30 00:00:00'), 'volume': np.int64(81342500)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(66414000)}, {'date': Timestamp('2025-07-31 00:00:00'), 'volume': np.int64(52578800)}, {'date': Timestamp('2024-05-31 00:00:00'), 'volume': np.int64(49460900)}, {'date': Timestamp('2021-08-31 00:00:00'), 'volume': np.int64(41279600)}, {'date': Timestamp('2021-06-30 00:00:00'), 'volume': np.int64(33846400)}]",2026-05-31,103397938,7.679999828338623,1.0,60
PDFS,monthly,2026-05-31,16671672,0,5,11,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(16671672)}, {'date': Timestamp('2026-04-30 00:00:00'), 'volume': np.int64(9909700)}, {'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(7429100)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(7000700)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(6991800)}, {'date': Timestamp('2023-11-30 00:00:00'), 'volume': np.int64(6082500)}, {'date': Timestamp('2023-03-31 00:00:00'), 'volume': np.int64(5018700)}, {'date': Timestamp('2020-08-31 00:00:00'), 'volume': np.int64(4946400)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(4310300)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(2337500)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(2149100)}]",2026-05-31,16671672,44.77999877929688,1.0,77
NXG,monthly,2026-05-31,1983810,0,3,9,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(1983810)}, {'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(1611900)}, {'date': Timestamp('2025-07-31 00:00:00'), 'volume': np.int64(1276500)}, {'date': Timestamp('2025-03-31 00:00:00'), 'volume': np.int64(1176300)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(962400)}, {'date': Timestamp('2024-06-30 00:00:00'), 'volume': np.int64(873100)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(834700)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(788500)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(399850)}]",2026-05-31,1983810,56.470001220703125,1.0,77
RYAN,monthly,2026-05-31,49986248,0,3,5,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(49986248)}, {'date': Timestamp('2026-04-30 00:00:00'), 'volume': np.int64(43269700)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(40133000)}, {'date': Timestamp('2024-06-30 00:00:00'), 'volume': np.int64(35333400)}, {'date': Timestamp('2021-07-31 00:00:00'), 'volume': np.int64(30210200)}]",2026-05-31,49986248,33.029998779296875,1.0,59
SIBN,monthly,2026-05-31,14879254,0,1,6,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(14879254)}, {'date': Timestamp('2023-05-31 00:00:00'), 'volume': np.int64(14592000)}, {'date': Timestamp('2021-08-31 00:00:00'), 'volume': np.int64(11525900)}, {'date': Timestamp('2021-03-31 00:00:00'), 'volume': np.int64(9571300)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(8493200)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(5723500)}]",2026-05-31,14879254,14.81999969482422,1.0,77
CEVA,monthly,2026-05-31,15481988,0,3,8,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(15481988)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(13907700)}, {'date': Timestamp('2025-11-30 00:00:00'), 'volume': np.int64(13708100)}, {'date': Timestamp('2021-01-31 00:00:00'), 'volume': np.int64(8246100)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(4283700)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(3860700)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(2708100)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(2076500)}]",2026-05-31,15481988,38.02999877929688,1.0,77
RXO,monthly,2026-05-31,58034801,0,2,5,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(58034801)}, {'date': Timestamp('2025-11-30 00:00:00'), 'volume': np.int64(49602200)}, {'date': Timestamp('2023-01-31 00:00:00'), 'volume': np.int64(47334500)}, {'date': Timestamp('2022-11-30 00:00:00'), 'volume': np.int64(33714900)}, {'date': Timestamp('2022-10-31 00:00:00'), 'volume': np.int64(80600)}]",2026-05-31,58034801,23.850000381469727,1.0,44
ZTS,monthly,2026-05-31,156519070,0,3,7,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(156519070)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(131754700)}, {'date': Timestamp('2025-11-30 00:00:00'), 'volume': np.int64(105935600)}, {'date': Timestamp('2024-04-30 00:00:00'), 'volume': np.int64(94112900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(87330200)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(42835300)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(41117200)}]",2026-05-31,156519070,79.70999908447266,1.0,77
MEI,monthly,2026-05-31,24103934,0,1,7,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(24103934)}, {'date': Timestamp('2024-06-30 00:00:00'), 'volume': np.int64(21855100)}, {'date': Timestamp('2024-03-31 00:00:00'), 'volume': np.int64(20340500)}, {'date': Timestamp('2023-09-30 00:00:00'), 'volume': np.int64(9064100)}, {'date': Timestamp('2023-06-30 00:00:00'), 'volume': np.int64(8669200)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(6699100)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(3573500)}]",2026-05-31,24103934,10.850000381469728,1.0,77
BRBR,monthly,2026-05-31,99185808,0,3,7,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(99185808)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(95488800)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(57357200)}, {'date': Timestamp('2022-03-31 00:00:00'), 'volume': np.int64(51923900)}, {'date': Timestamp('2021-12-31 00:00:00'), 'volume': np.int64(22032000)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(12251300)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(8579400)}]",2026-05-31,99185808,8.970000267028809,1.0,77
BFAM,monthly,2026-05-31,31290529,0,1,4,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(31290529)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(22145100)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(5914100)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(5099000)}]",2026-05-31,31290529,67.61000061035156,1.0,77
OTEX,monthly,2026-05-31,48637613,0,4,9,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(48637613)}, {'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(42469600)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(36749100)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(36541200)}, {'date': Timestamp('2025-03-31 00:00:00'), 'volume': np.int64(36423800)}, {'date': Timestamp('2022-09-30 00:00:00'), 'volume': np.int64(23354100)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(19238100)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(9259200)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(8991000)}]",2026-05-31,48637613,22.93000030517578,1.0,77
WEN,monthly,2026-05-31,235264296,0,1,5,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(235264296)}, {'date': Timestamp('2021-06-30 00:00:00'), 'volume': np.int64(194116100)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(162308200)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(61127000)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(45597900)}]",2026-05-31,235264296,7.75,1.0,77
RELY,monthly,2026-05-31,108785954,0,6,12,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(108785954)}, {'date': Timestamp('2025-11-30 00:00:00'), 'volume': np.int64(105466600)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(95755300)}, {'date': Timestamp('2025-07-31 00:00:00'), 'volume': np.int64(81400500)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(70278100)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(64763900)}, {'date': Timestamp('2025-03-31 00:00:00'), 'volume': np.int64(57771700)}, {'date': Timestamp('2024-05-31 00:00:00'), 'volume': np.int64(55243100)}, {'date': Timestamp('2022-06-30 00:00:00'), 'volume': np.int64(41848400)}, {'date': Timestamp('2022-05-31 00:00:00'), 'volume': np.int64(32865000)}, {'date': Timestamp('2022-03-31 00:00:00'), 'volume': np.int64(32397300)}, {'date': Timestamp('2021-09-30 00:00:00'), 'volume': np.int64(17865500)}]",2026-05-31,108785954,21.57999992370605,1.0,57
BAFN,monthly,2026-05-31,1555850,0,2,11,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(1555850)}, {'date': Timestamp('2026-04-30 00:00:00'), 'volume': np.int64(562700)}, {'date': Timestamp('2022-03-31 00:00:00'), 'volume': np.int64(534400)}, {'date': Timestamp('2022-02-28 00:00:00'), 'volume': np.int64(149500)}, {'date': Timestamp('2022-01-31 00:00:00'), 'volume': np.int64(83000)}, {'date': Timestamp('2021-12-31 00:00:00'), 'volume': np.int64(74900)}, {'date': Timestamp('2021-11-30 00:00:00'), 'volume': np.int64(68200)}, {'date': Timestamp('2021-10-31 00:00:00'), 'volume': np.int64(38900)}, {'date': Timestamp('2021-09-30 00:00:00'), 'volume': np.int64(23100)}, {'date': Timestamp('2021-04-30 00:00:00'), 'volume': np.int64(11850)}, {'date': Timestamp('2021-01-31 00:00:00'), 'volume': np.int64(9000)}]",2026-05-31,1555850,6.059999942779541,1.0,65
NGG,monthly,2026-05-31,31517026,0,2,4,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(31517026)}, {'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(29552900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(24998200)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(12686600)}]",2026-05-31,31517026,84.72000122070312,1.0,77
XRX,monthly,2026-05-31,138336749,0,2,10,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(138336749)}, {'date': Timestamp('2026-04-30 00:00:00'), 'volume': np.int64(122525400)}, {'date': Timestamp('2025-03-31 00:00:00'), 'volume': np.int64(121400300)}, {'date': Timestamp('2020-07-31 00:00:00'), 'volume': np.int64(98259400)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(88725400)}, {'date': Timestamp('2020-05-31 00:00:00'), 'volume': np.int64(76965400)}, {'date': Timestamp('2020-04-30 00:00:00'), 'volume': np.int64(75581400)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(73911900)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(50665300)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(40633400)}]",2026-05-31,138336749,2.539999961853028,1.0,77
PRIM,monthly,2026-05-31,42772165,0,3,11,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(42772165)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(29913500)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(24258200)}, {'date': Timestamp('2025-03-31 00:00:00'), 'volume': np.int64(21901400)}, {'date': Timestamp('2025-02-28 00:00:00'), 'volume': np.int64(19159800)}, {'date': Timestamp('2021-03-31 00:00:00'), 'volume': np.int64(17002800)}, {'date': Timestamp('2020-08-31 00:00:00'), 'volume': np.int64(11551100)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(8124900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(7919800)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(2611600)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(2361300)}]",2026-05-31,42772165,106.69000244140624,1.0,77
VEEV,monthly,2026-05-31,77144807,0,1,3,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(77144807)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(54252800)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(27225600)}]",2026-05-31,77144807,164.9600067138672,1.0,77
PAHC,monthly,2026-05-31,8212977,0,3,8,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(8212977)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(7331100)}, {'date': Timestamp('2025-07-31 00:00:00'), 'volume': np.int64(7046400)}, {'date': Timestamp('2025-02-28 00:00:00'), 'volume': np.int64(6221600)}, {'date': Timestamp('2023-12-31 00:00:00'), 'volume': np.int64(5540200)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(4972000)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(3660400)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(2352200)}]",2026-05-31,8212977,33.810001373291016,1.0,77
CNCK,monthly,2026-05-31,56097694,0,2,7,"[{'date': Timestamp('2026-05-31 00:00:00'), 'volume': np.int64(56097694)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(34469000)}, {'date': Timestamp('2023-06-30 00:00:00'), 'volume': np.int64(7948300)}, {'date': Timestamp('2022-03-31 00:00:00'), 'volume': np.int64(3038200)}, {'date': Timestamp('2021-11-30 00:00:00'), 'volume': np.int64(1479100)}, {'date': Timestamp('2021-10-31 00:00:00'), 'volume': np.int64(1334600)}, {'date': Timestamp('2021-09-30 00:00:00'), 'volume': np.int64(605200)}]",2026-05-31,56097694,2.109999895095825,1.0,57
