Symbol,timeframe,HVD_date_1,HVD_vol_1,HVD_date_2,HVD_vol_2,HVD_date_3,HVD_vol_3,HVD_date_4,HVD_vol_4,HVD_date_5,HVD_vol_5,HVD_date_6,HVD_vol_6,HVD_date_7,HVD_vol_7,HVD_date_8,HVD_vol_8,HVD_date_9,HVD_vol_9,HVD_date_10,HVD_vol_10
PCAR,monthly,2023-03-31,74206100,2022-12-31,65908800,2022-11-30,67755150,2022-03-31,63765000,2021-09-30,85113450,2021-07-31,61878000,2021-03-31,63876750,2021-01-31,65161350,2020-07-31,65424150,2020-04-30,74843100
ADI,monthly,2023-08-31,78495500,2023-06-30,77549600,2023-05-31,85216100,2023-03-31,79636700,2022-11-30,84534500,2022-03-31,86108000,2022-02-28,76949300,2021-09-30,111734100,2021-03-31,77585400,2020-07-31,83041400
AZN,monthly,2022-09-30,157935800,2022-03-31,176235500,2022-02-28,192564500,2021-07-31,387383900,2021-04-30,216081400,2021-03-31,251940500,2021-02-28,197416300,2021-01-31,237745900,2020-12-31,301070200,2020-07-31,232665600
BIIB,monthly,2022-11-30,27706200,2022-09-30,44139700,2021-12-31,36739000,2021-07-31,27824200,2021-06-30,79201500,2021-03-31,29528100,2021-01-31,26915300,2020-06-30,45323900,2020-04-30,46775300,2020-01-31,31459000
PEP,monthly,2022-09-30,113613100,2022-06-30,108827700,2022-03-31,127094200,2022-02-28,114609900,2021-06-30,107461600,2021-04-30,110116000,2021-03-31,161735400,2020-06-30,120003600,2020-05-31,127004500,2020-04-30,115317200
CSCO,monthly,2022-06-30,491026400,2022-03-31,500035600,2021-12-31,471636400,2021-11-30,509919500,2021-03-31,580029400,2020-10-31,511026900,2020-09-30,549433800,2020-06-30,571339300,2020-05-31,491568200,2020-04-30,488969500
KLAC,monthly,2022-11-30,33493400,2022-09-30,37631100,2022-08-31,31049900,2022-07-31,30438200,2022-03-31,31187900,2022-02-28,29243500,2021-12-31,29497700,2021-03-31,38026600,2020-09-30,30510400,2020-05-31,33887000
AEP,monthly,2023-11-30,73692600,2023-08-31,66604800,2023-06-30,71586500,2023-03-31,73715900,2022-11-30,71765500,2022-03-31,75434500,2022-02-28,67403000,2021-03-31,79938600,2020-07-31,79177700,2020-05-31,67544800
SNPS,monthly,2023-06-30,23342000,2023-05-31,25237200,2022-12-31,20159300,2022-09-30,24639200,2022-08-31,24654000,2022-03-31,23943000,2021-03-31,26583100,2020-06-30,22699400,2020-05-31,20515700,2020-04-30,23381800
AMAT,monthly,2022-11-30,176523300,2022-06-30,167026400,2022-04-30,173052300,2022-03-31,165906500,2021-04-30,212469600,2021-03-31,240480900,2021-02-28,166088800,2020-09-30,205465300,2020-05-31,195030200,2020-04-30,196887700
COST,monthly,2022-12-31,54987400,2022-06-30,54370600,2022-03-31,59731500,2021-12-31,60742500,2021-03-31,92432000,2020-12-31,55504500,2020-09-30,58593900,2020-06-30,62699600,2020-05-31,60875800,2020-04-30,74411200
ABNB,monthly,2023-09-30,208476900,2023-05-31,187537300,2023-02-28,163746700,2022-11-30,159628600,2022-08-31,149006200,2022-06-30,169925500,2022-02-28,146576100,2021-11-30,171040500,2021-06-30,196299200,2020-12-31,231751600
AAPL,monthly,2021-12-31,2444766700,2021-03-31,2650418200,2020-12-31,2322189600,2020-10-31,2894666500,2020-09-30,3885245100,2020-07-31,3020283200,2020-06-30,3243375600,2020-05-31,2805936000,2020-04-30,3265299200,2020-01-31,2934370400
TMUS,monthly,2023-06-30,172992300,2023-05-31,136117200,2023-03-31,125786800,2022-03-31,117205100,2021-10-31,113201000,2021-09-30,124218500,2021-03-31,120537400,2020-06-30,270165500,2020-05-31,119972800,2020-04-30,118762000
CDW,monthly,2023-05-31,21694400,2023-02-28,19032200,2022-08-31,21069200,2022-02-28,21484600,2021-12-31,22427800,2021-03-31,18951900,2020-09-30,20149900,2020-06-30,24637600,2020-04-30,22659000,2020-01-31,22636400
ZS,monthly,2023-05-31,81842300,2023-03-31,73115800,2022-12-31,60764400,2022-09-30,64153000,2022-03-31,64105900,2021-12-31,66990400,2020-12-31,68422100,2020-06-30,95934100,2020-05-31,66992600,2020-04-30,68258600
ADP,monthly,2023-03-31,50592300,2022-09-30,42386200,2022-03-31,46753400,2021-03-31,53239000,2020-10-31,47368300,2020-09-30,46731300,2020-07-31,43062400,2020-06-30,44136700,2020-05-31,54382000,2020-04-30,51382500
LRCX,monthly,2022-11-30,386775000,2022-08-31,333095000,2021-03-31,403230000,2021-01-31,324120000,2020-09-30,445052000,2020-07-31,357543000,2020-06-30,447934000,2020-05-31,502768000,2020-04-30,471633000,2020-01-31,355595000
DXCM,monthly,2023-11-30,91908700,2023-09-30,95261900,2023-08-31,90468600,2021-03-31,80013200,2020-12-31,89578800,2020-10-31,109487600,2020-07-31,85540800,2020-06-30,115106400,2020-05-31,225900800,2020-04-30,124221200
CPRT,monthly,2022-09-30,116915200,2022-03-31,138450800,2021-03-31,113044400,2020-12-31,105111600,2020-09-30,129898000,2020-07-31,117712800,2020-06-30,153245200,2020-05-31,148890800,2020-04-30,213928400,2020-01-31,115314000
MSFT,monthly,2023-03-31,747635000,2022-03-31,734334200,2022-02-28,697050600,2021-03-31,724945800,2021-01-31,648076400,2020-09-30,768176300,2020-07-31,770190800,2020-06-30,764965400,2020-05-31,688845000,2020-04-30,984705000
EA,monthly,2023-02-28,69745600,2021-11-30,64233300,2021-09-30,68300700,2021-03-31,57508600,2021-02-28,60432600,2021-01-31,58414700,2020-12-31,58446900,2020-06-30,64143400,2020-05-31,71400200,2020-04-30,72981400
CTAS,monthly,2022-06-30,44412800,2022-03-31,49089600,2021-12-31,44796000,2021-07-31,43477200,2021-03-31,43255600,2020-09-30,43526800,2020-07-31,45156000,2020-06-30,56739600,2020-05-31,68177600,2020-04-30,80148400
CDNS,monthly,2023-06-30,49083900,2023-05-31,39616000,2023-03-31,47775800,2022-03-31,42468400,2021-04-30,38443100,2021-03-31,49222800,2020-07-31,38540500,2020-06-30,45427700,2020-05-31,41443000,2020-04-30,52998900
FTNT,monthly,2023-11-30,203668000,2023-08-31,185231600,2022-03-31,168491000,2021-12-31,182841000,2021-03-31,173611500,2020-10-31,148580000,2020-07-31,171925000,2020-06-30,170715500,2020-05-31,195625000,2020-04-30,215025000
GILD,monthly,2022-03-31,266309500,2022-02-28,252358400,2021-03-31,198813000,2020-12-31,201959400,2020-10-31,229051100,2020-09-30,198751900,2020-06-30,232234500,2020-05-31,281537600,2020-04-30,570239600,2020-01-31,193156700
MCHP,monthly,2023-11-30,112121400,2023-08-31,112482900,2023-05-31,120954400,2023-03-31,113335300,2022-11-30,115301300,2022-03-31,125170200,2020-06-30,139604800,2020-05-31,135646600,2020-04-30,141025400,2020-01-31,137771400
PAYX,monthly,2023-06-30,44518800,2023-05-31,52989800,2023-03-31,52547700,2022-06-30,41169800,2022-04-30,41991500,2021-03-31,47618500,2020-07-31,44604300,2020-06-30,48532900,2020-05-31,50444800,2020-04-30,63239200
FAST,monthly,2022-09-30,153249200,2022-03-31,163341000,2021-03-31,181279600,2020-10-31,147723600,2020-09-30,163342600,2020-07-31,193214200,2020-06-30,178616800,2020-05-31,170595600,2020-04-30,211227200,2020-01-31,197287200
FANG,monthly,2022-06-30,77057700,2022-03-31,69734100,2021-11-30,69940600,2021-03-31,79271900,2021-01-31,64485600,2020-12-31,81141600,2020-10-31,71942400,2020-09-30,65062400,2020-06-30,67445900,2020-04-30,121178500
ORLY,monthly,2022-03-31,205956000,2021-03-31,201766500,2021-02-28,199293000,2021-01-31,193971000,2020-12-31,185388000,2020-07-31,198990000,2020-06-30,196237500,2020-05-31,195277500,2020-04-30,273001500,2020-01-31,192534000
TXN,monthly,2023-03-31,117718200,2022-11-30,118495100,2022-09-30,124524400,2022-06-30,121647400,2022-04-30,120267500,2022-03-31,126036300,2022-02-28,135284600,2021-03-31,120360600,2020-06-30,116394100,2020-04-30,139932100
GOOGL,monthly,2023-05-31,820611200,2023-03-31,859933900,2023-02-28,952580200,2022-02-28,928126000,2021-01-31,791662000,2020-10-31,854920000,2020-09-30,836634000,2020-07-31,822998000,2020-06-30,814160000,2020-04-30,1124224000
GOOG,monthly,2023-03-31,725477100,2023-02-28,754400500,2022-02-28,732650000,2021-03-31,695884000,2020-10-31,785084000,2020-09-30,811352000,2020-07-31,704940000,2020-06-30,776568000,2020-04-30,926702000,2020-01-31,673832000
MAR,monthly,2022-06-30,52226600,2022-03-31,56873900,2022-02-28,54783800,2021-03-31,64520800,2021-02-28,57607200,2020-09-30,61558600,2020-07-31,71550000,2020-06-30,133908900,2020-05-31,100712900,2020-04-30,138688600
SBUX,monthly,2023-11-30,186213900,2022-09-30,203634100,2022-06-30,181502100,2022-04-30,195076200,2022-03-31,250082300,2020-07-31,185587300,2020-06-30,258280600,2020-05-31,201828600,2020-04-30,282837600,2020-01-31,170390700
CCEP,monthly,2023-11-30,27147200,2023-03-31,27682100,2022-09-30,34822900,2022-08-31,34005900,2022-03-31,38132600,2020-09-30,30533500,2020-07-31,27127300,2020-06-30,35654000,2020-05-31,39912500,2020-04-30,43121700
