ticker,timeframe,hve_date,hve_volume,days_since_hve,hve_occ_1y,total_hve_count,all_hve_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
RERE,weekly,2026-05-24,27948970,0,2,4,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(27948970)}, {'date': Timestamp('2025-07-13 00:00:00'), 'volume': np.int64(27579600)}, {'date': Timestamp('2024-03-17 00:00:00'), 'volume': np.int64(21819600)}, {'date': Timestamp('2021-06-20 00:00:00'), 'volume': np.int64(5826200)}]",2026-05-24,27948970,4.679999828338623,1.0,258
FACT,weekly,2026-05-24,3766801,0,2,6,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(3766801)}, {'date': Timestamp('2026-01-11 00:00:00'), 'volume': np.int64(1960800)}, {'date': Timestamp('2025-04-13 00:00:00'), 'volume': np.int64(1551900)}, {'date': Timestamp('2025-03-09 00:00:00'), 'volume': np.int64(722500)}, {'date': Timestamp('2025-02-16 00:00:00'), 'volume': np.int64(552600)}, {'date': Timestamp('2024-12-29 00:00:00'), 'volume': np.int64(501500)}]",2026-05-24,3766801,10.65999984741211,1.0,75
NUW,weekly,2026-05-24,565266,0,1,6,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(565266)}, {'date': Timestamp('2020-03-29 00:00:00'), 'volume': np.int64(482400)}, {'date': Timestamp('2020-03-22 00:00:00'), 'volume': np.int64(426100)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(367300)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(253800)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(193400)}]",2026-05-24,565266,13.949999809265137,1.0,334
ATII,weekly,2026-05-24,5247349,0,2,4,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(5247349)}, {'date': Timestamp('2026-04-26 00:00:00'), 'volume': np.int64(5137000)}, {'date': Timestamp('2025-04-27 00:00:00'), 'volume': np.int64(2157500)}, {'date': Timestamp('2025-04-06 00:00:00'), 'volume': np.int64(1007100)}]",2026-05-24,5247349,11.380000114440918,1.0,60
IMOS,weekly,2026-05-24,778003,0,2,11,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(778003)}, {'date': Timestamp('2026-05-10 00:00:00'), 'volume': np.int64(661000)}, {'date': Timestamp('2022-07-03 00:00:00'), 'volume': np.int64(536000)}, {'date': Timestamp('2021-08-15 00:00:00'), 'volume': np.int64(374000)}, {'date': Timestamp('2020-11-15 00:00:00'), 'volume': np.int64(308100)}, {'date': Timestamp('2020-04-19 00:00:00'), 'volume': np.int64(178000)}, {'date': Timestamp('2020-03-22 00:00:00'), 'volume': np.int64(162300)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(122000)}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': np.int64(93200)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(73200)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(71300)}]",2026-05-24,778003,51.02000045776367,1.0,334
SSNC,weekly,2026-05-24,21292859,0,1,6,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(21292859)}, {'date': Timestamp('2020-03-22 00:00:00'), 'volume': np.int64(20955100)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(17317000)}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': np.int64(13365800)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(8968900)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(4246800)}]",2026-05-24,21292859,67.04000091552734,1.0,334
FSV,weekly,2026-05-24,2877148,0,4,9,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(2877148)}, {'date': Timestamp('2025-11-02 00:00:00'), 'volume': np.int64(2183100)}, {'date': Timestamp('2025-10-26 00:00:00'), 'volume': np.int64(1460800)}, {'date': Timestamp('2025-08-03 00:00:00'), 'volume': np.int64(1335100)}, {'date': Timestamp('2025-03-16 00:00:00'), 'volume': np.int64(1151600)}, {'date': Timestamp('2020-11-15 00:00:00'), 'volume': np.int64(1072300)}, {'date': Timestamp('2020-11-01 00:00:00'), 'volume': np.int64(669300)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(656100)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(612800)}]",2026-05-24,2877148,131.66000366210938,1.0,334
RXO,weekly,2026-05-24,42384619,0,1,4,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(42384619)}, {'date': Timestamp('2023-01-08 00:00:00'), 'volume': np.int64(29575800)}, {'date': Timestamp('2022-11-06 00:00:00'), 'volume': np.int64(12947100)}, {'date': Timestamp('2022-10-30 00:00:00'), 'volume': np.int64(19300)}]",2026-05-24,42384619,24.3700008392334,1.0,187
ENS,weekly,2026-05-24,5311586,0,4,12,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(5311586)}, {'date': Timestamp('2026-02-08 00:00:00'), 'volume': np.int64(4610400)}, {'date': Timestamp('2025-12-21 00:00:00'), 'volume': np.int64(3815500)}, {'date': Timestamp('2025-05-25 00:00:00'), 'volume': np.int64(3637900)}, {'date': Timestamp('2025-03-23 00:00:00'), 'volume': np.int64(3259900)}, {'date': Timestamp('2023-08-13 00:00:00'), 'volume': np.int64(2986000)}, {'date': Timestamp('2020-03-22 00:00:00'), 'volume': np.int64(2940700)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(2696900)}, {'date': Timestamp('2020-02-09 00:00:00'), 'volume': np.int64(1737400)}, {'date': Timestamp('2020-01-19 00:00:00'), 'volume': np.int64(1167500)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(884700)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(723000)}]",2026-05-24,5311586,232.2400054931641,1.0,334
OSIS,weekly,2026-05-24,3419232,0,2,8,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(3419232)}, {'date': Timestamp('2025-11-16 00:00:00'), 'volume': np.int64(3304200)}, {'date': Timestamp('2025-03-09 00:00:00'), 'volume': np.int64(2579300)}, {'date': Timestamp('2025-03-02 00:00:00'), 'volume': np.int64(1937400)}, {'date': Timestamp('2024-07-14 00:00:00'), 'volume': np.int64(1868500)}, {'date': Timestamp('2020-01-26 00:00:00'), 'volume': np.int64(1504800)}, {'date': Timestamp('2020-01-19 00:00:00'), 'volume': np.int64(720500)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(501800)}]",2026-05-24,3419232,222.1000061035156,1.0,334
INTC,weekly,2026-05-24,1058489191,0,4,16,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(1058489191)}, {'date': Timestamp('2025-09-21 00:00:00'), 'volume': np.int64(985383500)}, {'date': Timestamp('2025-08-17 00:00:00'), 'volume': np.int64(969309300)}, {'date': Timestamp('2025-08-10 00:00:00'), 'volume': np.int64(893937200)}, {'date': Timestamp('2025-02-09 00:00:00'), 'volume': np.int64(865514600)}, {'date': Timestamp('2024-09-15 00:00:00'), 'volume': np.int64(824521800)}, {'date': Timestamp('2024-07-28 00:00:00'), 'volume': np.int64(545277800)}, {'date': Timestamp('2023-06-11 00:00:00'), 'volume': np.int64(364192500)}, {'date': Timestamp('2021-01-10 00:00:00'), 'volume': np.int64(321825900)}, {'date': Timestamp('2020-07-26 00:00:00'), 'volume': np.int64(316661100)}, {'date': Timestamp('2020-07-19 00:00:00'), 'volume': np.int64(281420800)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(252156000)}, {'date': Timestamp('2020-03-08 00:00:00'), 'volume': np.int64(230796300)}, {'date': Timestamp('2020-02-23 00:00:00'), 'volume': np.int64(190537500)}, {'date': Timestamp('2020-01-19 00:00:00'), 'volume': np.int64(185323300)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(96778700)}]",2026-05-24,1058489191,119.83999633789062,1.0,334
GWRS,weekly,2026-05-24,1180847,0,3,7,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(1180847)}, {'date': Timestamp('2026-03-22 00:00:00'), 'volume': np.int64(976400)}, {'date': Timestamp('2025-10-12 00:00:00'), 'volume': np.int64(934500)}, {'date': Timestamp('2020-10-18 00:00:00'), 'volume': np.int64(690700)}, {'date': Timestamp('2020-01-19 00:00:00'), 'volume': np.int64(360000)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(95000)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(46900)}]",2026-05-24,1180847,7.21999979019165,1.0,334
MHD,weekly,2026-05-24,5011185,0,2,15,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(5011185)}, {'date': Timestamp('2026-02-15 00:00:00'), 'volume': np.int64(2938800)}, {'date': Timestamp('2022-12-11 00:00:00'), 'volume': np.int64(1754900)}, {'date': Timestamp('2022-10-23 00:00:00'), 'volume': np.int64(1437000)}, {'date': Timestamp('2022-05-22 00:00:00'), 'volume': np.int64(1127100)}, {'date': Timestamp('2022-04-17 00:00:00'), 'volume': np.int64(1089600)}, {'date': Timestamp('2022-04-03 00:00:00'), 'volume': np.int64(951400)}, {'date': Timestamp('2022-03-27 00:00:00'), 'volume': np.int64(864000)}, {'date': Timestamp('2022-01-16 00:00:00'), 'volume': np.int64(797900)}, {'date': Timestamp('2021-03-14 00:00:00'), 'volume': np.int64(756600)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(502900)}, {'date': Timestamp('2020-03-08 00:00:00'), 'volume': np.int64(351800)}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': np.int64(126900)}, {'date': Timestamp('2020-02-23 00:00:00'), 'volume': np.int64(115800)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(76000)}]",2026-05-24,5011185,11.390000343322754,1.0,334
MRTN,weekly,2026-05-24,10046886,0,2,10,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(10046886)}, {'date': Timestamp('2026-01-11 00:00:00'), 'volume': np.int64(7537600)}, {'date': Timestamp('2024-03-10 00:00:00'), 'volume': np.int64(7519700)}, {'date': Timestamp('2021-12-12 00:00:00'), 'volume': np.int64(4454600)}, {'date': Timestamp('2020-03-22 00:00:00'), 'volume': np.int64(3249750)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(2875500)}, {'date': Timestamp('2020-01-26 00:00:00'), 'volume': np.int64(1924200)}, {'date': Timestamp('2020-01-19 00:00:00'), 'volume': np.int64(1386600)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(1141500)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(1042200)}]",2026-05-24,10046886,16.690000534057617,1.0,334
POET,weekly,2026-05-24,503799195,0,5,19,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(503799195)}, {'date': Timestamp('2026-05-17 00:00:00'), 'volume': np.int64(452604600)}, {'date': Timestamp('2026-05-03 00:00:00'), 'volume': np.int64(406730600)}, {'date': Timestamp('2026-04-26 00:00:00'), 'volume': np.int64(313099400)}, {'date': Timestamp('2025-10-12 00:00:00'), 'volume': np.int64(167440200)}, {'date': Timestamp('2024-09-29 00:00:00'), 'volume': np.int64(43345100)}, {'date': Timestamp('2024-04-28 00:00:00'), 'volume': np.int64(22009600)}, {'date': Timestamp('2023-12-03 00:00:00'), 'volume': np.int64(3523000)}, {'date': Timestamp('2023-11-12 00:00:00'), 'volume': np.int64(999300)}, {'date': Timestamp('2023-11-05 00:00:00'), 'volume': np.int64(894800)}, {'date': Timestamp('2023-01-15 00:00:00'), 'volume': np.int64(788200)}, {'date': Timestamp('2021-02-07 00:00:00'), 'volume': np.int64(607090)}, {'date': Timestamp('2021-01-31 00:00:00'), 'volume': np.int64(295040)}, {'date': Timestamp('2021-01-03 00:00:00'), 'volume': np.int64(163410)}, {'date': Timestamp('2020-07-05 00:00:00'), 'volume': np.int64(141610)}, {'date': Timestamp('2020-02-23 00:00:00'), 'volume': np.int64(137370)}, {'date': Timestamp('2020-02-09 00:00:00'), 'volume': np.int64(76300)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(75680)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(18160)}]",2026-05-24,503799195,14.59000015258789,1.0,334
LION,weekly,2026-05-24,48719466,0,5,15,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(48719466)}, {'date': Timestamp('2026-04-26 00:00:00'), 'volume': np.int64(26645300)}, {'date': Timestamp('2026-04-19 00:00:00'), 'volume': np.int64(23466600)}, {'date': Timestamp('2025-09-14 00:00:00'), 'volume': np.int64(20433800)}, {'date': Timestamp('2025-06-01 00:00:00'), 'volume': np.int64(18490500)}, {'date': Timestamp('2025-05-11 00:00:00'), 'volume': np.int64(14221800)}, {'date': Timestamp('2024-04-21 00:00:00'), 'volume': np.int64(10684300)}, {'date': Timestamp('2024-01-21 00:00:00'), 'volume': np.int64(7913200)}, {'date': Timestamp('2023-03-19 00:00:00'), 'volume': np.int64(7828700)}, {'date': Timestamp('2022-11-13 00:00:00'), 'volume': np.int64(4618700)}, {'date': Timestamp('2022-07-10 00:00:00'), 'volume': np.int64(3622200)}, {'date': Timestamp('2022-07-03 00:00:00'), 'volume': np.int64(2053800)}, {'date': Timestamp('2022-03-27 00:00:00'), 'volume': np.int64(1531000)}, {'date': Timestamp('2022-03-13 00:00:00'), 'volume': np.int64(1339100)}, {'date': Timestamp('2022-03-06 00:00:00'), 'volume': np.int64(1110900)}]",2026-05-24,48719466,14.949999809265137,1.0,221
KEYS,weekly,2026-05-24,25363597,0,1,7,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(25363597)}, {'date': Timestamp('2020-05-31 00:00:00'), 'volume': np.int64(20672600)}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': np.int64(17624600)}, {'date': Timestamp('2020-02-02 00:00:00'), 'volume': np.int64(10726600)}, {'date': Timestamp('2020-01-19 00:00:00'), 'volume': np.int64(7778600)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(5787100)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(4176300)}]",2026-05-24,25363597,346.5599975585937,1.0,334
OCFC,weekly,2026-05-24,5971375,0,2,7,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(5971375)}, {'date': Timestamp('2026-01-04 00:00:00'), 'volume': np.int64(5101400)}, {'date': Timestamp('2023-03-12 00:00:00'), 'volume': np.int64(5049500)}, {'date': Timestamp('2021-01-31 00:00:00'), 'volume': np.int64(2937600)}, {'date': Timestamp('2020-04-26 00:00:00'), 'volume': np.int64(2599400)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(2041300)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(1797100)}]",2026-05-24,5971375,18.71999931335449,1.0,334
HRL,weekly,2026-05-24,43765741,0,3,10,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(43765741)}, {'date': Timestamp('2025-10-26 00:00:00'), 'volume': np.int64(36673200)}, {'date': Timestamp('2025-08-24 00:00:00'), 'volume': np.int64(35706900)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(34402800)}, {'date': Timestamp('2020-03-08 00:00:00'), 'volume': np.int64(18770800)}, {'date': Timestamp('2020-02-23 00:00:00'), 'volume': np.int64(15893700)}, {'date': Timestamp('2020-02-16 00:00:00'), 'volume': np.int64(12350700)}, {'date': Timestamp('2020-01-26 00:00:00'), 'volume': np.int64(12095800)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(12048600)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(10968800)}]",2026-05-24,43765741,21.239999771118164,1.0,334
TRNS,weekly,2026-05-24,1343339,0,2,15,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(1343339)}, {'date': Timestamp('2026-02-01 00:00:00'), 'volume': np.int64(1313300)}, {'date': Timestamp('2025-05-18 00:00:00'), 'volume': np.int64(1256900)}, {'date': Timestamp('2025-01-26 00:00:00'), 'volume': np.int64(1006200)}, {'date': Timestamp('2024-10-27 00:00:00'), 'volume': np.int64(817100)}, {'date': Timestamp('2023-09-17 00:00:00'), 'volume': np.int64(792300)}, {'date': Timestamp('2022-01-30 00:00:00'), 'volume': np.int64(568600)}, {'date': Timestamp('2021-01-31 00:00:00'), 'volume': np.int64(400800)}, {'date': Timestamp('2020-09-13 00:00:00'), 'volume': np.int64(377000)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(261800)}, {'date': Timestamp('2020-02-23 00:00:00'), 'volume': np.int64(152900)}, {'date': Timestamp('2020-02-02 00:00:00'), 'volume': np.int64(124700)}, {'date': Timestamp('2020-01-19 00:00:00'), 'volume': np.int64(115700)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(88700)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(73300)}]",2026-05-24,1343339,73.0199966430664,1.0,334
EC,weekly,2026-05-24,26219271,0,1,12,"[{'date': Timestamp('2026-05-24 00:00:00'), 'volume': np.int64(26219271)}, {'date': Timestamp('2025-04-13 00:00:00'), 'volume': np.int64(25666900)}, {'date': Timestamp('2022-12-04 00:00:00'), 'volume': np.int64(24815500)}, {'date': Timestamp('2022-06-26 00:00:00'), 'volume': np.int64(12966700)}, {'date': Timestamp('2022-06-19 00:00:00'), 'volume': np.int64(11242300)}, {'date': Timestamp('2020-03-29 00:00:00'), 'volume': np.int64(10701200)}, {'date': Timestamp('2020-03-15 00:00:00'), 'volume': np.int64(9047400)}, {'date': Timestamp('2020-03-08 00:00:00'), 'volume': np.int64(7867600)}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': np.int64(7397700)}, {'date': Timestamp('2020-02-02 00:00:00'), 'volume': np.int64(4248600)}, {'date': Timestamp('2020-01-12 00:00:00'), 'volume': np.int64(3329700)}, {'date': Timestamp('2020-01-05 00:00:00'), 'volume': np.int64(1570000)}]",2026-05-24,26219271,13.850000381469728,1.0,334
